﻿ID,Area,Longitude,Latitude,error_info
373,万寿路街道_110108001000,116.259192,39.895971,No_SV_ID
378,万寿路街道_110108001000,116.260332,39.898106,No_SV_ID
384,万寿路街道_110108001000,116.260342,39.898376,No_SV_ID
387,万寿路街道_110108001000,116.259975,39.898466,No_SV_ID
389,万寿路街道_110108001000,116.260342,39.898574,No_SV_ID
395,万寿路街道_110108001000,116.26033,39.896187,No_SV_ID
397,万寿路街道_110108001000,116.26033,39.896187,No_SV_ID
398,万寿路街道_110108001000,116.26033,39.896187,No_SV_ID
399,万寿路街道_110108001000,116.260821,39.895943,No_SV_ID
400,万寿路街道_110108001000,116.261354,39.895763,No_SV_ID
404,万寿路街道_110108001000,116.260391,39.896463,No_SV_ID
405,万寿路街道_110108001000,116.260332,39.898052,No_SV_ID
406,万寿路街道_110108001000,116.260332,39.898052,No_SV_ID
408,万寿路街道_110108001000,116.260332,39.898106,No_SV_ID
409,万寿路街道_110108001000,116.260342,39.898227,No_SV_ID
410,万寿路街道_110108001000,116.260342,39.898286,No_SV_ID
411,万寿路街道_110108001000,116.260342,39.898286,No_SV_ID
412,万寿路街道_110108001000,116.260342,39.898466,No_SV_ID
413,万寿路街道_110108001000,116.260342,39.898574,No_SV_ID
419,万寿路街道_110108001000,116.260452,39.898647,No_SV_ID
420,万寿路街道_110108001000,116.261141,39.896658,No_SV_ID
421,万寿路街道_110108001000,116.26061,39.896471,No_SV_ID
429,万寿路街道_110108001000,116.260963,39.90318,180
438,万寿路街道_110108001000,116.263302,39.904578,No_SV_ID
445,万寿路街道_110108001000,116.26097,39.905574,No_SV_ID
446,万寿路街道_110108001000,116.260971,39.906025,No_SV_ID
447,万寿路街道_110108001000,116.260971,39.906139,No_SV_ID
457,万寿路街道_110108001000,116.261801,39.900421,No_SV_ID
458,万寿路街道_110108001000,116.262113,39.895706,No_SV_ID
459,万寿路街道_110108001000,116.261918,39.900421,No_SV_ID
460,万寿路街道_110108001000,116.262035,39.900421,No_SV_ID
461,万寿路街道_110108001000,116.263423,39.895686,No_SV_ID
462,万寿路街道_110108001000,116.262841,39.89565,No_SV_ID
463,万寿路街道_110108001000,116.26226,39.89568,No_SV_ID
464,万寿路街道_110108001000,116.262152,39.900421,No_SV_ID
465,万寿路街道_110108001000,116.262269,39.900422,No_SV_ID
466,万寿路街道_110108001000,116.262386,39.900422,No_SV_ID
467,万寿路街道_110108001000,116.262621,39.900422,No_SV_ID
469,万寿路街道_110108001000,116.262621,39.900422,No_SV_ID
479,万寿路街道_110108001000,116.263244,39.899533,No_SV_ID
480,万寿路街道_110108001000,116.26325,39.899983,No_SV_ID
485,万寿路街道_110108001000,116.264396,39.898968,No_SV_ID
486,万寿路街道_110108001000,116.26498,39.898967,No_SV_ID
492,万寿路街道_110108001000,116.263314,39.904556,No_SV_ID
493,万寿路街道_110108001000,116.263423,39.895686,No_SV_ID
494,万寿路街道_110108001000,116.264005,39.89569,No_SV_ID
495,万寿路街道_110108001000,116.264558,39.895833,No_SV_ID
504,万寿路街道_110108001000,116.264793,39.89593,No_SV_ID
505,万寿路街道_110108001000,116.264362,39.896234,No_SV_ID
508,万寿路街道_110108001000,116.265711,39.896068,No_SV_ID
509,万寿路街道_110108001000,116.265137,39.895981,No_SV_ID
511,万寿路街道_110108001000,116.265711,39.896068,No_SV_ID
512,万寿路街道_110108001000,116.265859,39.895632,No_SV_ID
513,万寿路街道_110108001000,116.26688,39.897099,No_SV_ID
525,万寿路街道_110108001000,116.267972,39.897197,No_SV_ID
526,万寿路街道_110108001000,116.26739,39.897155,No_SV_ID
531,万寿路街道_110108001000,116.268775,39.896209,No_SV_ID
552,万寿路街道_110108001000,116.268012,39.908822,No_SV_ID
553,万寿路街道_110108001000,116.26801,39.908371,No_SV_ID
554,万寿路街道_110108001000,116.268043,39.907922,No_SV_ID
569,万寿路街道_110108001000,116.268021,39.905326,No_SV_ID
570,万寿路街道_110108001000,116.268025,39.904876,No_SV_ID
584,万寿路街道_110108001000,116.26822,39.912673,No_SV_ID
585,万寿路街道_110108001000,116.26861,39.913007,No_SV_ID
586,万寿路街道_110108001000,116.26826,39.911663,No_SV_ID
587,万寿路街道_110108001000,116.268133,39.9121,No_SV_ID
588,万寿路街道_110108001000,116.268182,39.912548,No_SV_ID
592,万寿路街道_110108001000,116.271602,39.911671,No_SV_ID
593,万寿路街道_110108001000,116.271017,39.911668,No_SV_ID
594,万寿路街道_110108001000,116.270433,39.911671,No_SV_ID
595,万寿路街道_110108001000,116.269849,39.911675,No_SV_ID
596,万寿路街道_110108001000,116.269264,39.91168,No_SV_ID
597,万寿路街道_110108001000,116.26868,39.911673,No_SV_ID
614,万寿路街道_110108001000,116.26917,39.896473,No_SV_ID
618,万寿路街道_110108001000,116.269501,39.906554,No_SV_ID
620,万寿路街道_110108001000,116.26873,39.913113,No_SV_ID
621,万寿路街道_110108001000,116.268655,39.913558,No_SV_ID
625,万寿路街道_110108001000,116.268949,39.915344,No_SV_ID
626,万寿路街道_110108001000,116.269033,39.915789,No_SV_ID
627,万寿路街道_110108001000,116.269148,39.91623,No_SV_ID
628,万寿路街道_110108001000,116.26873,39.913113,No_SV_ID
629,万寿路街道_110108001000,116.269307,39.913042,No_SV_ID
630,万寿路街道_110108001000,116.269892,39.913043,No_SV_ID
631,万寿路街道_110108001000,116.270477,39.91305,No_SV_ID
635,万寿路街道_110108001000,116.269194,39.896441,No_SV_ID
638,万寿路街道_110108001000,116.269273,39.916447,No_SV_ID
639,万寿路街道_110108001000,116.269181,39.916889,No_SV_ID
642,万寿路街道_110108001000,116.269273,39.916447,No_SV_ID
650,万寿路街道_110108001000,116.269501,39.906554,No_SV_ID
654,万寿路街道_110108001000,116.269755,39.906488,No_SV_ID
674,万寿路街道_110108001000,116.269755,39.906488,No_SV_ID
684,万寿路街道_110108001000,116.269871,39.908516,No_SV_ID
689,万寿路街道_110108001000,116.272488,39.909867,No_SV_ID
690,万寿路街道_110108001000,116.271904,39.909865,No_SV_ID
691,万寿路街道_110108001000,116.271319,39.909865,No_SV_ID
692,万寿路街道_110108001000,116.270734,39.909865,No_SV_ID
741,万寿路街道_110108001000,116.274887,39.913062,No_SV_ID
742,万寿路街道_110108001000,116.274302,39.913062,No_SV_ID
743,万寿路街道_110108001000,116.273718,39.913061,No_SV_ID
744,万寿路街道_110108001000,116.273133,39.913061,No_SV_ID
745,万寿路街道_110108001000,116.272548,39.91306,No_SV_ID
765,万寿路街道_110108001000,116.272199,39.901486,No_SV_ID
769,万寿路街道_110108001000,116.272609,39.902423,No_SV_ID
793,万寿路街道_110108001000,116.272748,39.902453,No_SV_ID
806,万寿路街道_110108001000,116.274428,39.895827,No_SV_ID
810,万寿路街道_110108001000,116.273279,39.901486,No_SV_ID
811,万寿路街道_110108001000,116.273282,39.901936,No_SV_ID
813,万寿路街道_110108001000,116.275172,39.900969,No_SV_ID
814,万寿路街道_110108001000,116.27459,39.900943,No_SV_ID
815,万寿路街道_110108001000,116.274005,39.900943,No_SV_ID
823,万寿路街道_110108001000,116.27388,39.911676,No_SV_ID
836,万寿路街道_110108001000,116.276043,39.916291,No_SV_ID
837,万寿路街道_110108001000,116.275487,39.91642,No_SV_ID
842,万寿路街道_110108001000,116.276262,39.918435,No_SV_ID
843,万寿路街道_110108001000,116.275678,39.918453,No_SV_ID
848,万寿路街道_110108001000,116.274487,39.895834,No_SV_ID
849,万寿路街道_110108001000,116.275071,39.89584,No_SV_ID
850,万寿路街道_110108001000,116.275656,39.895844,No_SV_ID
852,万寿路街道_110108001000,116.277324,39.906254,No_SV_ID
853,万寿路街道_110108001000,116.276739,39.906245,No_SV_ID
859,万寿路街道_110108001000,116.275172,39.900969,No_SV_ID
860,万寿路街道_110108001000,116.275392,39.901386,No_SV_ID
863,万寿路街道_110108001000,116.275172,39.900969,No_SV_ID
881,万寿路街道_110108001000,116.276674,39.898969,No_SV_ID
882,万寿路街道_110108001000,116.277256,39.899013,No_SV_ID
883,万寿路街道_110108001000,116.276026,39.895847,No_SV_ID
888,万寿路街道_110108001000,116.276029,39.914974,No_SV_ID
889,万寿路街道_110108001000,116.276031,39.915424,No_SV_ID
890,万寿路街道_110108001000,116.276032,39.915874,No_SV_ID
891,万寿路街道_110108001000,116.277185,39.913057,No_SV_ID
893,万寿路街道_110108001000,116.277362,39.895834,No_SV_ID
894,万寿路街道_110108001000,116.276781,39.895782,No_SV_ID
895,万寿路街道_110108001000,116.277393,39.916408,No_SV_ID
896,万寿路街道_110108001000,116.276808,39.916408,No_SV_ID
897,万寿路街道_110108001000,116.276233,39.916356,No_SV_ID
900,万寿路街道_110108001000,116.277201,39.900699,No_SV_ID
901,万寿路街道_110108001000,116.277349,39.901131,No_SV_ID
905,万寿路街道_110108001000,116.277201,39.900699,No_SV_ID
906,万寿路街道_110108001000,116.277284,39.900522,No_SV_ID
907,万寿路街道_110108001000,116.277333,39.900074,No_SV_ID
908,万寿路街道_110108001000,116.277343,39.899624,No_SV_ID
909,万寿路街道_110108001000,116.277333,39.899174,No_SV_ID
910,万寿路街道_110108001000,116.277362,39.895834,No_SV_ID
911,万寿路街道_110108001000,116.277185,39.913057,No_SV_ID
912,万寿路街道_110108001000,116.277377,39.913479,No_SV_ID
913,万寿路街道_110108001000,116.277387,39.913929,No_SV_ID
914,万寿路街道_110108001000,116.277387,39.914379,No_SV_ID
915,万寿路街道_110108001000,116.277388,39.91483,No_SV_ID
916,万寿路街道_110108001000,116.277388,39.91528,No_SV_ID
917,万寿路街道_110108001000,116.277389,39.91573,No_SV_ID
918,万寿路街道_110108001000,116.277391,39.916181,No_SV_ID
919,万寿路街道_110108001000,116.277185,39.913057,No_SV_ID
920,万寿路街道_110108001000,116.27734,39.912627,No_SV_ID
921,万寿路街道_110108001000,116.277326,39.912177,No_SV_ID
922,万寿路街道_110108001000,116.277444,39.895888,No_SV_ID
923,万寿路街道_110108001000,116.277361,39.896334,No_SV_ID
924,万寿路街道_110108001000,116.277328,39.896782,No_SV_ID
928,万寿路街道_110108001000,116.277334,39.898583,No_SV_ID
929,万寿路街道_110108001000,116.277339,39.899016,No_SV_ID
930,万寿路街道_110108001000,116.277922,39.898975,No_SV_ID
931,万寿路街道_110108001000,116.278506,39.898965,No_SV_ID
935,万寿路街道_110108001000,116.277343,39.906265,No_SV_ID
936,万寿路街道_110108001000,116.277324,39.906254,No_SV_ID
940,万寿路街道_110108001000,116.277444,39.895888,No_SV_ID
941,万寿路街道_110108001000,116.278028,39.895867,No_SV_ID
942,万寿路街道_110108001000,116.278601,39.895947,No_SV_ID
944,万寿路街道_110108001000,116.277354,39.90841,No_SV_ID
945,万寿路街道_110108001000,116.277353,39.90796,No_SV_ID
946,万寿路街道_110108001000,116.277358,39.90751,No_SV_ID
949,万寿路街道_110108001000,116.277343,39.906265,No_SV_ID
964,万寿路街道_110108001000,116.277421,39.916433,No_SV_ID
968,万寿路街道_110108001000,116.279241,39.908892,No_SV_ID
974,万寿路街道_110108001000,116.277421,39.916433,No_SV_ID
979,万寿路街道_110108001000,116.277421,39.916433,No_SV_ID
980,万寿路街道_110108001000,116.278006,39.916438,No_SV_ID
981,万寿路街道_110108001000,116.27859,39.916454,No_SV_ID
985,万寿路街道_110108001000,116.278069,39.911599,No_SV_ID
986,万寿路街道_110108001000,116.278653,39.911597,No_SV_ID
987,万寿路街道_110108001000,116.279238,39.9116,No_SV_ID
988,万寿路街道_110108001000,116.279822,39.911585,No_SV_ID
995,万寿路街道_110108001000,116.278741,39.9026,No_SV_ID
996,万寿路街道_110108001000,116.279325,39.9026,No_SV_ID
1000,万寿路街道_110108001000,116.27934,39.897569,No_SV_ID
1001,万寿路街道_110108001000,116.278892,39.89728,No_SV_ID
1002,万寿路街道_110108001000,116.27874,39.897181,No_SV_ID
1003,万寿路街道_110108001000,116.278652,39.89674,No_SV_ID
1004,万寿路街道_110108001000,116.278786,39.896302,No_SV_ID
1005,万寿路街道_110108001000,116.279288,39.896017,No_SV_ID
1008,万寿路街道_110108001000,116.279298,39.89678,No_SV_ID
1009,万寿路街道_110108001000,116.279292,39.896329,No_SV_ID
1010,万寿路街道_110108001000,116.279405,39.896017,No_SV_ID
1011,万寿路街道_110108001000,116.27934,39.897569,No_SV_ID
1012,万寿路街道_110108001000,116.279348,39.896844,No_SV_ID
1013,万寿路街道_110108001000,116.279343,39.897294,No_SV_ID
1014,万寿路街道_110108001000,116.279415,39.896781,No_SV_ID
1015,万寿路街道_110108001000,116.279409,39.896331,No_SV_ID
1016,万寿路街道_110108001000,116.279405,39.896017,No_SV_ID
1017,万寿路街道_110108001000,116.279456,39.89765,No_SV_ID
1018,万寿路街道_110108001000,116.279465,39.896842,No_SV_ID
1019,万寿路街道_110108001000,116.27946,39.897292,No_SV_ID
1020,万寿路街道_110108001000,116.279522,39.896017,No_SV_ID
1021,万寿路街道_110108001000,116.279528,39.896467,No_SV_ID
1022,万寿路街道_110108001000,116.279522,39.896017,No_SV_ID
1023,万寿路街道_110108001000,116.280204,39.904724,No_SV_ID
1024,万寿路街道_110108001000,116.27964,39.90461,No_SV_ID
1025,万寿路街道_110108001000,116.279428,39.909564,No_SV_ID
1026,万寿路街道_110108001000,116.279904,39.909307,No_SV_ID
1027,万寿路街道_110108001000,116.279572,39.897739,No_SV_ID
1028,万寿路街道_110108001000,116.279572,39.897739,No_SV_ID
1029,万寿路街道_110108001000,116.279577,39.897288,No_SV_ID
1030,万寿路街道_110108001000,116.279649,39.896784,No_SV_ID
1031,万寿路街道_110108001000,116.279643,39.896334,No_SV_ID
1032,万寿路街道_110108001000,116.279639,39.896016,No_SV_ID
1033,万寿路街道_110108001000,116.279804,39.897917,No_SV_ID
1034,万寿路街道_110108001000,116.279699,39.896839,No_SV_ID
1035,万寿路街道_110108001000,116.279694,39.897289,No_SV_ID
1036,万寿路街道_110108001000,116.279689,39.89774,No_SV_ID
1037,万寿路街道_110108001000,116.279695,39.908921,No_SV_ID
1038,万寿路街道_110108001000,116.279621,39.908474,No_SV_ID
1039,万寿路街道_110108001000,116.279741,39.907911,No_SV_ID
1040,万寿路街道_110108001000,116.279766,39.896785,No_SV_ID
1041,万寿路街道_110108001000,116.27976,39.896335,No_SV_ID
1042,万寿路街道_110108001000,116.279756,39.896016,No_SV_ID
1043,万寿路街道_110108001000,116.279804,39.897917,No_SV_ID
1044,万寿路街道_110108001000,116.279816,39.896838,No_SV_ID
1045,万寿路街道_110108001000,116.279811,39.897288,No_SV_ID
1046,万寿路街道_110108001000,116.279806,39.897739,No_SV_ID
1047,万寿路街道_110108001000,116.280075,39.909211,No_SV_ID
1048,万寿路街道_110108001000,116.279741,39.907911,No_SV_ID
1052,万寿路街道_110108001000,116.280299,39.907807,No_SV_ID
1055,万寿路街道_110108001000,116.280171,39.897623,No_SV_ID
1056,万寿路街道_110108001000,116.280361,39.897197,No_SV_ID
1057,万寿路街道_110108001000,116.280457,39.896757,No_SV_ID
1058,万寿路街道_110108001000,116.280311,39.896322,No_SV_ID
1067,万寿路街道_110108001000,116.280204,39.904724,No_SV_ID
1068,万寿路街道_110108001000,116.280215,39.905173,No_SV_ID
1074,万寿路街道_110108001000,116.281526,39.895855,No_SV_ID
1075,万寿路街道_110108001000,116.280942,39.895861,No_SV_ID
1076,万寿路街道_110108001000,116.28038,39.895979,No_SV_ID
1077,万寿路街道_110108001000,116.280058,39.910818,No_SV_ID
1078,万寿路街道_110108001000,116.280068,39.911269,No_SV_ID
1079,万寿路街道_110108001000,116.280553,39.909346,No_SV_ID
1080,万寿路街道_110108001000,116.280332,39.909764,No_SV_ID
1081,万寿路街道_110108001000,116.280111,39.91018,No_SV_ID
1082,万寿路街道_110108001000,116.280061,39.910627,No_SV_ID
1083,万寿路街道_110108001000,116.280075,39.909211,No_SV_ID
1088,万寿路街道_110108001000,116.280204,39.904724,No_SV_ID
1092,万寿路街道_110108001000,116.281857,39.918228,No_SV_ID
1093,万寿路街道_110108001000,116.280278,39.909264,No_SV_ID
1094,万寿路街道_110108001000,116.28028,39.908813,No_SV_ID
1095,万寿路街道_110108001000,116.280282,39.908363,No_SV_ID
1096,万寿路街道_110108001000,116.280553,39.909346,No_SV_ID
1097,万寿路街道_110108001000,116.280454,39.904546,No_SV_ID
1103,万寿路街道_110108001000,116.280876,39.897849,No_SV_ID
1104,万寿路街道_110108001000,116.280553,39.909346,No_SV_ID
1105,万寿路街道_110108001000,116.280976,39.909293,No_SV_ID
1107,万寿路街道_110108001000,116.281075,39.909181,No_SV_ID
1114,万寿路街道_110108001000,116.282878,39.902566,No_SV_ID
1115,万寿路街道_110108001000,116.282295,39.902572,No_SV_ID
1116,万寿路街道_110108001000,116.281726,39.902663,No_SV_ID
1135,万寿路街道_110108001000,116.281983,39.908863,No_SV_ID
1136,万寿路街道_110108001000,116.282565,39.908902,No_SV_ID
1156,万寿路街道_110108001000,116.282006,39.912636,No_SV_ID
1157,万寿路街道_110108001000,116.282007,39.913086,No_SV_ID
1158,万寿路街道_110108001000,116.282007,39.913536,No_SV_ID
1159,万寿路街道_110108001000,116.282008,39.913987,No_SV_ID
1160,万寿路街道_110108001000,116.282009,39.914437,No_SV_ID
1223,万寿路街道_110108001000,116.289138,39.917497,No_SV_ID
1224,万寿路街道_110108001000,116.288572,39.917608,No_SV_ID
1251,万寿路街道_110108001000,116.285653,39.899516,No_SV_ID
1252,万寿路街道_110108001000,116.285786,39.899077,No_SV_ID
1274,万寿路街道_110108001000,116.285806,39.899013,No_SV_ID
1275,万寿路街道_110108001000,116.286389,39.898987,No_SV_ID
1276,万寿路街道_110108001000,116.286973,39.89896,No_SV_ID
1287,万寿路街道_110108001000,116.287153,39.899009,No_SV_ID
1290,万寿路街道_110108001000,116.287392,39.896816,No_SV_ID
1291,万寿路街道_110108001000,116.287389,39.897266,No_SV_ID
1292,万寿路街道_110108001000,116.287386,39.897717,No_SV_ID
1293,万寿路街道_110108001000,116.287383,39.898167,No_SV_ID
1294,万寿路街道_110108001000,116.287233,39.8986,No_SV_ID
1300,万寿路街道_110108001000,116.287454,39.90035,No_SV_ID
1301,万寿路街道_110108001000,116.287452,39.8999,No_SV_ID
1302,万寿路街道_110108001000,116.287373,39.899457,No_SV_ID
1303,万寿路街道_110108001000,116.287166,39.899036,No_SV_ID
1304,万寿路街道_110108001000,116.287153,39.899009,No_SV_ID
1305,万寿路街道_110108001000,116.287737,39.899,No_SV_ID
1306,万寿路街道_110108001000,116.288322,39.899004,No_SV_ID
1307,万寿路街道_110108001000,116.288907,39.899004,No_SV_ID
1308,万寿路街道_110108001000,116.288425,39.895803,No_SV_ID
1309,万寿路街道_110108001000,116.287841,39.89581,No_SV_ID
1320,万寿路街道_110108001000,116.288933,39.911607,No_SV_ID
1324,万寿路街道_110108001000,116.28869,39.903526,No_SV_ID
1325,万寿路街道_110108001000,116.2889,39.903944,No_SV_ID
1326,万寿路街道_110108001000,116.288931,39.904393,No_SV_ID
1327,万寿路街道_110108001000,116.288927,39.904843,No_SV_ID
1330,万寿路街道_110108001000,116.288623,39.902903,No_SV_ID
1331,万寿路街道_110108001000,116.288425,39.895803,No_SV_ID
1332,万寿路街道_110108001000,116.28888,39.896087,No_SV_ID
1337,万寿路街道_110108001000,116.288751,39.905512,No_SV_ID
1342,万寿路街道_110108001000,116.292195,39.910545,No_SV_ID
1343,万寿路街道_110108001000,116.29162,39.91047,No_SV_ID
1349,万寿路街道_110108001000,116.289096,39.899004,No_SV_ID
1350,万寿路街道_110108001000,116.288973,39.898563,No_SV_ID
1351,万寿路街道_110108001000,116.288934,39.898115,No_SV_ID
1352,万寿路街道_110108001000,116.289477,39.89678,No_SV_ID
