﻿ID,Area,Longitude,Latitude,mc_x,mc_y
0,清水镇_110109107000,115.423269,39.956266,12850441.38098752,4833001.210686015
1,清水镇_110109107000,115.42285,39.956577,12850395.031438392,4833045.748421551
2,清水镇_110109107000,115.42231,39.956742,12850335.189336425,4833068.932362147
3,清水镇_110109107000,115.421742,39.95685,12850272.280819826,4833083.758267934
4,清水镇_110109107000,115.421175,39.956959,12850209.472342558,4833098.745612723
5,清水镇_110109107000,115.420607,39.957067,12850146.582913626,4833113.539354925
6,清水镇_110109107000,115.42004,39.957175,12850083.792930204,4833128.299925418
7,清水镇_110109107000,115.419472,39.957284,12850020.891723625,4833143.142742332
8,清水镇_110109107000,115.423269,39.956266,12850441.38098752,4833001.210686015
9,清水镇_110109107000,115.423842,39.956174,12850504.92023046,4832988.567872656
10,清水镇_110109107000,115.424415,39.956084,12850568.410006609,4832976.199017958
11,清水镇_110109107000,115.424992,39.95601,12850632.363910098,4832966.071561326
12,清水镇_110109107000,115.42557,39.955938,12850696.449486634,4832956.178853357
13,清水镇_110109107000,115.426147,39.955865,12850760.425640162,4832946.125407232
14,清水镇_110109107000,115.426725,39.955793,12850824.53368491,4832936.148423733
15,清水镇_110109107000,115.427302,39.95572,12850888.532538323,4832926.009832552
16,清水镇_110109107000,115.42788,39.955648,12850952.603292719,4832915.9461817555
17,清水镇_110109107000,115.428457,39.955575,12851016.625290848,4832905.681408876
18,清水镇_110109107000,115.429035,39.955503,12851080.779790062,4832895.56953809
19,清水镇_110109107000,115.429612,39.95543,12851144.795214094,4832885.216150558
20,清水镇_110109107000,115.43019,39.955358,12851208.973476822,4832874.975772819
21,清水镇_110109107000,115.430768,39.955289,12851273.133909075,4832865.122018286
22,清水镇_110109107000,115.431349,39.955235,12851337.609785495,4832857.382817332
23,清水镇_110109107000,115.431931,39.955191,12851402.24988085,4832851.050471877
24,清水镇_110109107000,115.432513,39.955151,12851466.902729139,4832845.26073613
25,清水镇_110109107000,115.433096,39.95511,12851531.688573996,4832839.267727744
26,清水镇_110109107000,115.433679,39.95507,12851596.456732431,4832833.3852182655
27,清水镇_110109107000,115.434261,39.95503,12851661.11642508,4832827.417081781
28,清水镇_110109107000,115.434844,39.95499,12851725.879111025,4832821.441764968
29,清水镇_110109107000,115.435427,39.95495,12851790.71454485,4832815.380716909
30,清水镇_110109107000,115.43601,39.954913,12851855.53241001,4832809.705272923
31,清水镇_110109107000,115.436594,39.954887,12851920.4544354,4832805.592841802
32,清水镇_110109107000,115.437178,39.954862,12851985.388831528,4832801.591424699
33,清水镇_110109107000,115.437762,39.954837,12852050.365653876,4832797.544096807
34,清水镇_110109107000,115.438347,39.954839,12852115.44819335,4832797.297692551
35,清水镇_110109107000,115.438932,39.95484,12852180.512484387,4832796.927691396
36,清水镇_110109107000,115.439517,39.954842,12852245.649295358,4832796.590892102
37,清水镇_110109107000,115.440102,39.954846,12852310.76796413,4832796.563103885
38,清水镇_110109107000,115.440685,39.95488,12852375.659398776,4832800.77216357
39,清水镇_110109107000,115.441268,39.954917,12852440.562716214,4832805.4483485455
40,清水镇_110109107000,115.441848,39.954973,12852505.146321665,4832812.75453713
41,清水镇_110109107000,115.442429,39.95503,12852569.862269605,4832820.174826423
42,清水镇_110109107000,115.443009,39.955086,12852634.467975829,4832827.4767923085
43,清水镇_110109107000,115.44359,39.955143,12852699.205670958,4832834.815456294
44,清水镇_110109107000,115.44417,39.955199,12852763.83266914,4832841.958774149
